Date,Frequency
7/26/2017,
7/26/2019,1.0
7/26/2020,
7/27/2016,0.5
7/27/2017,0.3333333333333333
7/27/2018,
7/27/2019,
7/27/2020,1.0
7/28/2016,0.5
7/28/2017,
7/28/2019,
7/29/2016,
7/29/2017,
7/29/2018,1.0
7/29/2019,0.5
7/29/2020,
7/3/2017,
7/3/2018,
7/3/2019,
7/3/2020,0.25
7/30/2018,0.5
7/30/2020,1.0
7/31/2017,0.5
7/31/2018,0.6
7/31/2020,
7/4/2017,1.0
7/4/2018,
7/4/2019,
7/4/2020,
7/5/2016,
7/5/2017,
7/5/2018,0.3333333333333333
7/5/2019,1.0
7/6/2016,
7/6/2017,
7/6/2019,
7/7/2016,
7/7/2020,
7/8/2016,
7/8/2017,
7/8/2019,
7/9/2019,
7/9/2020,1.0
8/1/2016,0.5
8/1/2017,1.0
8/1/2018,1.0
8/1/2019,
8/10/2016,
8/10/2017,
8/10/2020,
8/11/2016,1.0
8/11/2017,
8/11/2020,
8/12/2016,0.5
8/12/2020,
8/13/2018,0.3333333333333333
8/13/2019,1.0
8/13/2020,
8/14/2017,1.0
8/14/2020,0.3333333333333333
8/15/2016,
8/15/2017,
8/15/2018,0.5
8/15/2019,1.0
8/15/2020,
8/16/2016,0.3333333333333333
8/16/2018,0.5
8/16/2019,
8/16/2020,
8/17/2016,
8/17/2017,0.25
8/17/2018,0.6
8/17/2019,
8/17/2020,
8/18/2016,1.0
8/18/2018,0.3333333333333333
8/18/2020,0.3333333333333333
8/19/2018,0.8
8/19/2020,
8/2/2016,
8/2/2017,1.0
8/2/2018,0.5
8/2/2019,
8/20/2017,1.0
8/20/2018,
8/20/2020,
8/21/2017,
8/21/2018,0.6
8/21/2019,0.5
8/21/2020,0.5
8/22/2016,
8/22/2017,
8/22/2018,0.5882352941176471
8/23/2016,
8/23/2018,0.3333333333333333
8/24/2016,
8/24/2018,0.5714285714285714
8/24/2019,
8/25/2016,
8/25/2017,
8/25/2018,1.0
8/25/2020,1.0
8/26/2016,0.5
8/26/2018,0.25
8/26/2019,
8/26/2020,
8/27/2018,
8/28/2016,
8/28/2017,1.0
8/28/2018,
8/28/2020,
8/29/2017,
8/29/2018,0.6
8/29/2019,
8/3/2016,
8/3/2017,1.0
8/3/2018,0.25
8/3/2019,
8/3/2020,
8/30/2016,
8/30/2017,
8/30/2018,0.42857142857142855
8/30/2020,
8/31/2016,0.3333333333333333
8/31/2017,0.3333333333333333
8/31/2018,0.3333333333333333
8/4/2017,1.0
8/4/2018,
8/4/2020,
8/5/2016,0.5
8/5/2018,0.5
8/5/2020,0.5
8/6/2016,
8/6/2018,
8/6/2019,1.0
8/6/2020,
8/7/2017,0.3333333333333333
8/7/2018,0.3333333333333333
8/7/2019,
8/7/2020,
8/8/2018,
8/8/2019,
8/9/2017,0.3333333333333333
8/9/2018,
8/9/2019,0.5
9/1/2016,
9/1/2017,0.2857142857142857
9/1/2018,0.5
9/1/2019,
9/1/2020,0.5
9/10/2018,0.25
9/10/2019,0.10526315789473684
9/10/2020,0.42857142857142855
9/11/2016,
9/11/2017,0.6666666666666666
9/11/2018,0.25
9/11/2020,0.1111111111111111
9/12/2016,
