date,headline,polarity,subjectivity
4/27/2017,Review | How U.S. presidents prepare for the end of the world,0.0,0.0
4/27/2017,Analysis | Why won‚t Congress really investigate the Trump campaign‚s ties to Russia?,0.2,0.2
4/28/2017,"One Woodward, One Bernstein, No Trump and No Kardashian",0.0,0.0
4/28/2017,Cataloguing Every Tweet by the President In His First 100 Days,0.25,0.3333333333333333
4/28/2017,Our White House Reporters Recall Their Most Vivid Moments of Trump‚s First 100 Days,0.21875,0.3958333333333333
4/29/2017,"White House Correspondents‚ Dinner goes on, successfully, without Trump",0.375,0.475
4/29/2017,Fact-Checking President Trump Through His First 100 Days,0.25,0.3333333333333333
4/30/2017,"Trump administration still considering how to make it easier to sue the media, Priebus says",0.0,0.0
4/30/2017,A different sort of White House correspondents‚ dinner,0.0,0.3
5/1/2017,"Emboldened by Trump but Divided by Generations, Democrats Look to 2020",0.0,0.0
5/1/2017,Top Ethics Officer Challenges Trump Over Secret Waivers for Ex-Lobbyists,0.04999999999999999,0.6
5/2/2017,"Paid Manipulator‚ in 1973, Pulitzer Prize Winner in 1978",0.0,0.0
5/3/2017,Read the full testimony of FBI Director James Comey in which he discusses Clinton email investigation,0.35,0.55
5/3/2017,"Analysis | On more than a third of the days since Nov. 8, Trump has mentioned the election results",0.25,0.25
5/3/2017,Opinion: Republicans proved their loyalty to voters during Watergate. They need to step up now.,0.0,0.0
5/3/2017,Is the Trump Presidency Getting More Normal? Experts Rate 28 Events,0.325,0.575
5/5/2017,Opinion | America‚s lethal trust gap is widening,0.0,0.0
5/8/2017,Patrick Buchanan Reveals Himself to Be the First Trumpist,0.25,0.3333333333333333
5/9/2017,Analysis | Here‚s how unusual it is for an FBI director to be fired,0.2,1.0
5/9/2017,Opinion | CNN‚s Toobin on Comey firing: What kind of country is this?‚,0.6,0.9
5/9/2017,Analysis | Your cheat sheet for all the investigations into Russia and Trump,0.0,0.0
5/9/2017,Analysis | Democrats hate James Comey. But they hate the fact Trump fired him even more.,-0.3666666666666667,0.7666666666666666
5/9/2017,Trump fires Comey as FBI director; Democrats call for a special prosecutor in Russia investigation,0.35714285714285715,0.5714285714285714
5/9/2017,A sudden fall for an FBI director once seen as above the fray and untouchable,0.0,0.3
5/9/2017,Editorial: Absolutely nothing about James Comey‚s firing passes the smell test,0.2,0.9
5/9/2017,Saturday Night Massacre‚: Key figures in Nixon‚s 1973 Justice Department purge,0.0,1.0
5/9/2017,Updates and Reactions to F.B.I. Director Comey‚s Firing,0.0,0.0
5/9/2017,"In Trump‚s Firing of James Comey, Echoes of Watergate",0.0,0.0
5/10/2017,Analysis | Bob Woodward on Trump-Watergate comparisons: Let‚s see what the evidence is‚,0.0,0.0
5/10/2017,Opinion | Only Republicans can stop Trump right now. History suggests they won‚t.,0.14285714285714285,0.7678571428571428
5/10/2017,Analysis | How the world reacted to Trump‚s firing of Comey,0.0,0.0
5/10/2017,Opinion | The shame of Trump not seeing what‚s wrong with firing Comey,-0.5,0.9
5/10/2017,Opinion | How Trump‚s isolation is making the Russia scandal worse,-0.4,0.6
5/10/2017,Analysis | Special prosecutors are a big deal. Their results sometimes aren‚t.,0.17857142857142858,0.3357142857142857
5/10/2017,Analysis | Why Trump holds all the cards on an outside investigation of Russia‚s campaign activities,0.0,0.05
5/10/2017,"Opinion | In the wake of Trump‚s brazen power play, it‚s time to go nuclear",0.0,0.0
5/10/2017,"Opinion | If Trump fired Comey over Russia, he must go",0.0,0.0
5/10/2017,"Analysis | How Trump‚s firing of Comey is drawing comparisons to Nixon, according to cartoons",0.0,0.0
5/10/2017,Opinion | John McCain on Comey firing: There will be more shoes to drop‚,0.5,0.5
5/10/2017,Analysis | Firing Comey was legal. That doesn‚t mean it was a good idea.,0.1958333333333333,0.49583333333333335
5/10/2017,Opinion | Firing Comey is a thuggish abuse of executive power,0.0,0.0
5/10/2017,"With Comey firing, even more restrained Trump critics let loose",0.21153846153846154,0.3846153846153846
5/10/2017,Perspective | Trump is mirroring Nixon‚s final days,0.0,1.0
5/10/2017,Comey firing: Reaction from members of Congress on FBI director‚s dismissal,0.0,0.0
5/10/2017,"The difference between Richard Nixon and John Travolta, plus other things to know about Trump, Comey and special prosecutors",0.11607142857142858,0.4732142857142857
5/10/2017,Editorial: The Russia investigation is on life support. Here‚s what it will take to survive after Comey,0.0,0.0
5/10/2017,"In tweet, Nixon Library clarifies that Comey‚s firing was not, in fact, Nixonian",0.0,0.0
5/10/2017,"Opinion: Trump‚s firing of James Comey should stir Republicans‚ patriotism, not their partisanship",0.0,0.0
5/10/2017,Donald Trump is too inept to conduct a successful coverup,0.75,0.95
5/10/2017,"Flashback to F.B.I. Chief‚s ‚93 Firing, and to Saturday Night Massacre",0.0,0.0
5/10/2017,Trump‚s Firing of Comey Is All About the Russia Inquiry,0.0,0.0
5/10/2017,"After Comey, Here Are the Options for an Independent Russia Inquiry",0.0,0.125
5/10/2017,"James Comey, Emmanuel Macron, Russia: Your Wednesday Briefing",0.0,0.0
5/10/2017,"James Comey, Syria, South Korea: Your Wednesday Briefing",0.0,0.0
5/10/2017,Sense of Crisis Deepens as Trump Defends F.B.I. Firing,0.0,0.0
5/10/2017,Comey Firing Provides Bright Dividing Line for Media Coverage,0.7000000000000001,0.7999999999999999
5/10/2017,How the Right and Left Reacted to Comey‚s Firing,0.14285714285714285,0.26785714285714285
5/10/2017,How Every Lawmaker Has Reacted to Comey‚s Firing So Far,0.1,1.0
5/10/2017,"Trump Voters on Comey‚s Ouster: Some Cheers, and Some Fears of a Cover-Up",0.0,0.0
5/10/2017,"In Firing Comey, Did Trump Unleash the Next Deep Throat?",0.0,0.2
5/10/2017,"Comey, Trump, U.S. Senate: Your Wednesday Evening Briefing",0.0,0.0
5/11/2017,Opinion | It‚s impossible not to compare today to Watergate. And our officials are falling short.,-0.3333333333333333,0.65
5/11/2017,"Perspective | Watergate-era Washington: A place of cross-party friendships, not polarization",0.0,0.0
5/11/2017,"Analysis | When Trump asked if he was under investigation, did Comey have to tell the truth?",0.0,0.0
5/11/2017,Analysis | From priming the pump‚ to #NotNixonian: The art of subtweeting Trump,0.0,0.0
5/11/2017,Opinion | Here are the three dumbest defenses of Comey‚s firing,0.0,0.0
5/11/2017,"Breitbart compares Trump with Nixon too, but in its own way",0.6,1.0
5/11/2017,The Saturday Night Massacre: Your commander in chief has given you an order‚,0.0,0.0
5/11/2017,Review: Get Me Roger Stone‚ traces GOP strategist‚s influence from Nixon to Trump,0.0,0.0
5/11/2017,Opinion: Donald Trump‚s gangster presidency,0.0,0.0
5/11/2017,Newsletter: Today: Trump‚s Fury Before the Comey Firing,0.0,0.0
5/11/2017,"Robert H. Phelps, Editor at The Times and Boston Globe, Dies at 97",0.0,0.0
5/11/2017,An Open Letter to the Deputy Attorney General,0.02500000000000001,0.5
5/11/2017,"For Trump Supporters, the Real Outrage Is the Left‚s Uproar Over Comey",0.2,0.30000000000000004
5/11/2017,What Book Would You Recommend for America‚s Current Political Moment?,0.0,0.25
5/11/2017,Get Me Roger Stone‚ Review: Netflix Documentary Profiles a President Whisperer in Peacock Mode,0.0,0.0
5/11/2017,He Should Have Been Fired as Soon as Trump Took Office‚: Readers React,0.0,0.0
5/11/2017,Analyzing the Relationship Between the Press and the President: A Lesson Plan,0.0,0.0
5/11/2017,Trump‚s Troubles Go Way Beyond Russia,0.0,0.0
5/11/2017,3 Revelatory Books About the F.B.I.,0.0,0.0
5/12/2017,"Perspective | No, presidents should not ask FBI directors if they‚re under investigation",0.0,0.0
5/12/2017,Trump suggests there may be tapes‚ of his private conversations with former FBI director,0.0,0.1875
5/12/2017,Opinion | This past acting FBI director should be a warning to Republicans who would support Trump‚s pick,-0.125,0.125
5/12/2017,Analysis | Why it‚s likely that Trump does have recordings of his Oval Office conversations,0.0,1.0
5/12/2017,Who coined Saturday Night Massacre‚? A birthday party at a YMCA may hold the key.,0.0,1.0
5/12/2017,Analysis | Nixon‚s lawyer says Trump should be afraid of tapes; Woodward explains why,-0.6,0.9
5/12/2017,Analysis | What would the government do after a WMD attack? We have no idea.,0.0,0.0
5/12/2017,Trump‚s statements linking Russia investigation to Comey firing could lead to legal problems,0.2,0.2
5/12/2017,"Trump suggests he may have secretly taped White House meetings, expresses frustration at ongoing Russia questions",-0.2,0.35
5/12/2017,"The last time a president admitted he secretly taped conversations, he had to resign",-0.2,0.3833333333333333
5/12/2017,Opinion: History won‚t be kind to President Trump‚s Republican enablers,0.6,0.9
5/12/2017,"Op-Ed: Don‚t worry, the FBI won‚t give up the Russia investigation",0.0,0.0
5/12/2017,"Judas, Tax Cuts and the Great Betrayal",0.8,0.75
5/12/2017,Trump Warning to Comey Prompts Questions on Tapes‚,0.0,0.0
5/12/2017,Suddenly Intrigued by Scandals and Spies? Here‚s What to See,0.0,0.5
5/13/2017,"Analysis | Believe it or not, Senate‚s Russia investigation is moving faster than its Watergate counterpart 44 years ago",0.0,0.0
5/13/2017,Senator on Trump‚s short list to head FBI dropped as speaker at historically black university,-0.08333333333333333,0.3666666666666667
5/13/2017,Commencement address as crisis tactic: Nixon‚s 1974 Oklahoma State speech,0.0,0.0
5/13/2017,Senators urge Trump not to politicize FBI pick,0.0,0.0
5/13/2017,Opinion: A Capitol staffer‚s job during Watergate: Find the truth‚,0.0,0.0
5/13/2017,The last time a president admitted he secretly taped conversations...,-0.2,0.3833333333333333
5/13/2017,Trump Is Terrible at Firing!,-1.0,1.0
5/13/2017,Is President Trump Obstructing Justice?,0.0,0.0
5/13/2017,Is It Possible There Is Nothing Nice to Say?,0.3,1.0
5/14/2017,"Don‚t politicize FBI pick, lawmakers urge Trump (and hand over any tapes, they add)",0.0,0.0
5/15/2017,"Analysis | On the campaign trail, Trump was very worried about revealing America‚s secrets",0.2,0.3
5/15/2017,"Analysis | How America viewed the Watergate scandal, as it was unfolding",0.0,0.0
5/15/2017,Analysis | Think the Trump-Russia story is a media creation? People said the same about Watergate.,0.0,0.125
5/15/2017,John Oliver blasts Trump over Comey firing: Does he really think we ‚Ä¶ are this stupid?‚,0.2,0.2
5/15/2017,Analysis | This is why Richard Nixon taped his White House conversations,0.0,0.0
5/15/2017,"Trump shared highly classified intelligence about Islamic State with Russians, reports say",0.16,0.5399999999999999
5/16/2017,Opinion | Comey may have gotten his man,0.0,0.0
5/16/2017,Analysis | Will Trump be impeached? Here‚s how it would actually happen.,0.0,0.1
5/16/2017,Perspective | Trump should appoint a Democrat to run the FBI,0.0,0.0
5/16/2017,Opinion | What the Senate has to find out from Rod Rosenstein,0.0,0.0
5/16/2017,"Sean Spicer cutouts are popping up in bushes worldwide, thanks to this Canadian professor",0.2,0.2
5/16/2017,Here‚s what you need to know about reports of Comey‚s memo on a conversation with Trump,0.0,0.0
5/16/2017,Trump‚s war with U.S. intelligence agencies just got a lot worse,-0.4,0.6
5/16/2017,"Obama Freeway in L.A. looks like it‚s going to happen, despite the Obamajam jokes",0.0,0.0
5/16/2017,"Obama is making $400,000 for a single speech. Is that so different from other presidents?",-0.06547619047619048,0.3964285714285714
5/16/2017,"Democrats Escalate Calls for Trump Inquiry, With Republicans More Reserved",0.5,0.5
5/16/2017,It‚s Chicken or Fish,-0.6,0.95
5/17/2017,Opinion | Won‚t anyone rise up and challenge Trump?,0.0,0.0
5/17/2017,Opinion | Let‚s be clear about what the 25th Amendment does and doesn‚t do,0.10000000000000002,0.3833333333333333
5/17/2017,Opinion | Here‚s how Trump could survive ‚Äî even if we learn the worst,-1.0,1.0
5/17/2017,Opinion | More Republicans should sound like these,0.45,0.45
5/17/2017,Here‚s what you need to know about the newly appointed special counsel,0.24675324675324675,0.512987012987013
5/17/2017,Strong economic outlook may help cushion Trump through Washington turmoil,0.31666666666666665,0.4666666666666667
5/17/2017,Op-Ed: Naming Robert Mueller as special counsel isn‚t enough ‚Äî because Trump can get rid of him,0.17857142857142858,0.5357142857142857
5/17/2017,Op-Ed: Republicans need to screw up their courage and tell Trump to go,0.0,0.0
5/17/2017,Here‚s what you need to know about Comey‚s memo on a conversation with Trump,0.0,0.0
5/17/2017,Trump leaks state secrets and self-incriminating boasts,0.0,0.0
5/17/2017,Op-Ed: It took heroes inside the administration to bring down Nixon. We should be so lucky in 2017,0.08888888888888886,0.5611111111111111
5/17/2017,A New Goal for President Trump‚s First Foreign Trip: Damage Control,0.08712121212121211,0.3042929292929293
5/17/2017,The Criminal President?,-0.4,0.55
5/17/2017,Right and Left React to Comey‚s Memo on Trump Meeting,0.14285714285714285,0.26785714285714285
5/17/2017,Why It‚s Hard to Have an Independent Russia Investigation,-0.14583333333333334,0.3333333333333333
5/17/2017,Joseph Lieberman and 3 Others Interview to Be F.B.I. Director,0.0,0.0
5/18/2017,Opinion | Trump‚s pick for FBI director should have nothing to do with Mueller‚s investigation,0.0,0.0
5/18/2017,Opinion | A David Clarke dossier,0.0,0.0
5/18/2017,"Opinion | Before Roger Ailes created Fox News, he made Richard Nixon the star of his own show",0.6,1.0
5/18/2017,Transcript: with James Hohmann and Sen. Ben Sasse,0.0,0.0
5/18/2017,Analysis | What can Watergate teach us about the Trump White House?,0.0,0.0
5/18/2017,"Presidential visit to Israel, 43 years after Nixon‚s, stirs memories of another era",0.0,0.0
5/18/2017,Washington Is Abuzz With Surround Sound of Scandal,0.4,0.4
5/18/2017,Here‚s What a Special Counsel Means in the Russia Investigation,0.35714285714285715,0.5714285714285714
5/18/2017,Forget Watergate. Think Iran-Contra.,0.0,0.0
5/18/2017,Trying Not to Drown in a Flood of Major Breaking News,0.0625,0.5
5/18/2017,Russia‚s Age-Old Question: Who Are We?,0.0,0.0
5/18/2017,Democratic Leaders Try to Slow Calls to Impeach Trump,-0.30000000000000004,0.39999999999999997
5/18/2017,Washington‚s Trump Mania: I Get Nervous When My Phone Buzzes‚,0.0,0.0
5/18/2017,Why Obstruction of Justice Is a Hard Crime to Prove,-0.2916666666666667,0.5416666666666666
5/19/2017,Opinion | Five myths about Watergate,0.0,0.0
5/19/2017,Opinion | How GOP gerrymandering is protecting Trump,0.0,0.0
5/19/2017,"Opinion | GOP agenda was already stalled, markets only found out this week",0.0,1.0
5/19/2017,Opinion | Will Republicans ever rein in Trump? Only when this happens.,0.0,1.0
5/19/2017,Perspective | The one number that shows Wall Street‚s faith in Trump is imploding,0.0,0.0
5/19/2017,"Spicer in the bushes. Now, Comey in the drapes. What is this, Veep‚?",0.0,0.0
5/19/2017,South Koreans to Americans: We‚ll teach you how to impeach a president,0.0,0.0
5/19/2017,Presidential scandals and controversies since 1900,0.0,0.0
5/19/2017,"Lieberman Is a Finalist for F.B.I. Director, Trump Says",0.0,0.0
5/19/2017,Cloud of Special Investigation Could Linger Over Trump‚s Presidency,0.35714285714285715,0.5714285714285714
5/19/2017,Dwayne Johnson Sounds Pretty Serious About Running for President,-0.04166666666666666,0.8333333333333333
5/19/2017,"Washington Post, Breaking News, Is Also Breaking New Ground",0.13636363636363635,0.45454545454545453
5/19/2017,"Opening First Foreign Trip, Donald Trump Tries to Leave Crisis Behind",-0.09375,0.38958333333333334
5/19/2017,Trump Goes Abroad. Nixon Tried the Same Thing.,0.0,0.125
5/20/2017,"Column: Trump may hate California, but he‚s not shy about asking its residents for donations",-0.275,0.7
5/20/2017,Trump Discovers the Dangers of Governing at Daredevil Speed,0.0,0.0
5/20/2017,Watergate? We‚re Not There Yet,0.0,0.0
5/20/2017,What to Remember About Watergate,0.0,0.0
5/20/2017,Will the Presidency Survive This President?,0.0,0.0
5/20/2017,"Outside Washington‚s Blazing Inferno,‚ Democrats Seek an Agenda",0.0,0.05
5/21/2017,Brewers throw shade at Cubs for postponing game that could‚ve been played,-0.4,0.4
5/21/2017,Mayor jokes about watching reporters cry like little girls‚ as he pointed machine gun at them,-0.1875,0.5
5/21/2017,Opinion | This is Watergate on amphetamines,0.0,0.0
5/22/2017,Analysis | The three most damaging paragraphs from the revelation about Trump pushing back against the FBI,0.25,0.25
5/22/2017,Kevin Spacey and Michael Kelly are in House of Cards‚ character around Washington on Monday,0.0,0.0
5/22/2017,Opinion | Collusion‚ will not determine Trump‚s fate,0.0,0.0
5/22/2017,White House Moves to Block Ethics Inquiry Into Ex-Lobbyists on Payroll,0.0,0.0
5/22/2017,"Celebrating Carmelita Maracci, Who Took the Girdle Off Ballet‚",0.0,0.0
5/23/2017,Opinion | Brennan‚s explosive testimony just made it harder for the GOP to protect Trump,-0.1,0.0
5/23/2017,Opinion | Congress cannot ignore a growing body of evidence that Trump abused his power,0.0,0.0
5/23/2017,"If you‚re innocent, why are you taking the Fifth?‚ Trump said ‚Äî years after invoking it himself",0.5,0.7
5/23/2017,Opinion | The latest leaks suggest Trump tried to hobble Comey,0.5,0.9
5/23/2017,Opinion: Trump forgot what Nixon learned: Firing the investigator does not end the investigation.,0.0,0.0
5/23/2017,The Warp-Speed Presidency,0.0,0.0
5/24/2017,"Al Vecchione, producer of Watergate hearings and PBS NewsHour,‚ dies at 86",0.0,0.0
5/24/2017,"Patti LaBelle is fearless at 73, and her voice is back and better than it ever has been before‚",0.25,0.25
5/24/2017,"Have You Heard the One About the Angsty Comic? Yes, Too Often",0.25,0.5
5/25/2017,"Steven Spielberg, Tom Hanks and Meryl Streep visit Washington Post offices to research Pentagon Papers movie",0.0,0.0
5/25/2017,Opinion | Do Republicans plan on going down with the ship?,-0.15555555555555559,0.2888888888888889
5/25/2017,Opinion | Reporting from 1974 confirms: Trump and Nixon are uncannily similar,0.0,0.4
5/25/2017,Newsletter: Today: Trumpcare Scorecard: 23 Million More Americans Without Insurance,0.5,0.5
5/25/2017,To Impeach or Not to Impeach,0.0,0.0
5/25/2017,"Buy? Sell? Politics May Move the Market, but Rarely for Long",0.125,0.65
5/26/2017,Analysis | How would removing Trump from office affect U.S. democracy?,0.0,0.0
5/27/2017,Analysis | This is why presidents want back channels and how it can go wrong,-0.25,0.45
5/27/2017,"Did You Hear ...? Ariana Grande concert turns tragic, Roger Moore dies and more from the week in entertainment",-0.125,0.625
5/27/2017,White House Backs Down on Keeping Ethics Waivers Secret,-0.1851851851851852,0.32962962962962966
5/29/2017,Analysis | History lesson: Richard Nixon was not impeached,0.0,0.0
5/29/2017,A Constitutional Puzzle: Can the President Be Indicted?,0.0,0.0
5/30/2017,"Perspective | The line of presidential succession, for dummies",0.0,0.0
5/30/2017,Trump asks world leaders to call him on his cellphone,0.0,0.0
5/30/2017,Why There Is No Trump Slump‚ on Wall Street,0.0,0.0
5/30/2017,A Vocal Defender of Ethics Has Fans ‚Äî and Foes,0.0,0.0
5/30/2017,Are Today‚s Deep Throats‚ Doing the Right Thing?,0.14285714285714285,0.46785714285714286
5/31/2017,Opinion | Pence‚s problem: His fate is tied to Trump‚s,0.0,0.0
5/31/2017,Column: Al Franken hates all those no joke‚ headlines,0.0,0.0
6/1/2017,"If he were back as White House counsel, here‚s what John Dean would tell President Trump",0.0,0.0
6/1/2017,On Politics: John Dean helped bring down Richard Nixon. Now he thinks Donald Trump is even worse,-0.2777777777777778,0.4444444444444444
6/2/2017,"Newsletter: Today: Trump Tosses the Paris Accord, but We‚ll Always Have Pittsburgh",0.0,0.0
6/2/2017,Could Trump Muzzle Comey? A Look at Executive Privilege,0.0,0.0
6/2/2017,Join the Washington Bureau of The New York Times,0.13636363636363635,0.45454545454545453
6/2/2017,The Public Editor Signs Off,0.0,0.06666666666666667
6/3/2017,Trump Appears Unlikely to Hinder Comey‚s Testimony About Russia Inquiry,-0.5,0.5
6/3/2017,"Sara Ehrman, Outspoken Feminist With Deep Ties to Clintons, Dies at 98",0.0,0.4
6/5/2017,Perspective | Trying to impeach Trump too soon would be the best way to keep him in office,1.0,0.3
6/5/2017,Newsletter: Essential Politics: California‚s governor acting as climate ambassador just as Trump abandons accord,0.0,0.15
6/6/2017,Analysis | It‚s a big deal that broadcast networks will air the Comey hearing live,0.06818181818181818,0.3
6/6/2017,Opinion | No loyalty even to Jeff Sessions,0.0,0.0
6/6/2017,"Analysis | Wait, is Sessions invoking preemptive ‚Äúexecutive privilege‚Äù? Here‚s the problem with that.",0.0,0.0
6/6/2017,"For the next two days, Congress will hold hearings on claims that Trump sought to shut down the Russia investigation",-0.07777777777777779,0.14444444444444446
6/6/2017,How Did Witch Hunt‚ Become the Complaint of the Powerful?,0.0,0.6
6/7/2017,Opinion | History puts a Virginia congressman on the spot,0.0,0.0
6/7/2017,Opinion | Trump‚s Russia scandal just got a lot more like Watergate,0.5,0.5
6/7/2017,Opinion | When will the GOP be ready to dump Trump?,0.2,0.5
6/7/2017,Jeff Glasser ‚Äì General Counsel,0.05000000000000002,0.5
6/7/2017,"James Comey and Our Own Tin-Pot Despot, Donald Trump",0.6,1.0
6/8/2017,Analysis | Sitting presidents can‚t be prosecuted. Probably.,0.0,0.0
6/8/2017,Perspective | The Comey hearing was Washington‚s great fashion show of 2017 ‚Äî and Comey dressed like its star,0.8,0.75
6/8/2017,Opinion | What to look for during Comey‚s testimony,0.0,0.0
6/8/2017,Analysis | James O‚Keefe‚s undercover video stings damaged liberal icons. Can a new lawsuit take him down?,-0.009595959595959616,0.3717171717171717
6/8/2017,Opinion | I helped prosecute Watergate. Comey‚s statement is sufficient evidence for an obstruction of justice case.,0.0,0.0
6/8/2017,Other times America has been riveted by congressional hearings,-0.125,0.375
6/8/2017,Analysis:: Republicans aren‚t rushing to Trump‚s defense after Comey hearing,0.0,0.0
6/8/2017,Did James Comey‚s testimony hurt Trump ‚Äî or help him?,0.0,0.0
6/8/2017,Did Comey‚s release of memos about his Trump meetings violate executive privilege?,0.0,0.0
6/8/2017,"Stoli, FBI sandwiches and Twitter: Comey testimony on Trump and Russia turns America into one big watch party",0.0,0.1
6/8/2017,Analysis:: Bad news for President Trump: Republicans aren‚t rushing to his defense,-0.6999999999999998,0.6666666666666666
6/8/2017,James Comey‚s Testimony: Comey Was Playing Chess‚,0.0,0.0
6/8/2017,"In Comey‚s Testimony, a Reboot of Classic TV Hearings Past",-0.04166666666666667,0.20833333333333331
6/9/2017,"Analysis | When you compare Trump to Nixon, think character not crime",0.0,0.0
6/9/2017,"TV This Week, June 11-17: The Eagle Huntress,‚ Reign‚ and more",0.5,0.5
6/9/2017,The firing of Comey: How costly an error?,0.0,0.0
6/9/2017,"For Trump, the Cloud‚ Just Grew That Much Darker",0.2,0.2
6/9/2017,Stephen Colbert Isn‚t Surprised to Hear Comey Call Trump a Liar,0.1,0.9
6/10/2017,Editorial: On impeaching Trump,0.0,0.0
6/12/2017,A House Democrat echoes Watergate in calling for Trump‚s impeachment,0.0,0.0
6/12/2017,Oliver Stone on new Showtime series with Vladimir Putin: I‚m not there to prove myself a tough guy‚,-0.12626262626262627,0.6439393939393939
6/12/2017,"In Watergate, One Set of Facts. In Trump Era, Take Your Pick.",0.0,0.0
6/12/2017,The Resistance: Impeachment Anxiety,0.0,0.0
6/12/2017,"Tony Awards, Pittsburgh Penguins, Uber: Your Monday Briefing",0.0,0.0
6/13/2017,Analysis | How Trump could fire the special counsel (if he were foolish enough to try),0.17857142857142858,0.5357142857142857
6/13/2017,Opinion | Executive privilege won‚t save Trump,0.0,0.0
6/13/2017,Opinion | Can the president fire special counsel Robert Mueller? (And then what?),0.35714285714285715,0.5714285714285714
6/13/2017,Opinion | What stops Republicans from behaving rationally,0.0,0.0
6/13/2017,Trump friend floats possibility of firing special counsel in Russian probe,0.17857142857142858,0.2857142857142857
6/13/2017,"Editorial: Firing Mueller would be a stupid, reckless act even for Trump",-0.7999999999999999,1.0
6/13/2017,Sessions calls any claim he was involved in Russian attempts to influence election a detestable lie‚,0.0,0.0
6/13/2017,"Trump may not have the legal power to fire Mueller, the special counsel",0.2785714285714286,0.3857142857142857
6/13/2017,"Newsletter: Today: Mueller Under Fire, Sessions Under Oath",0.0,0.0
6/13/2017,Watergate scandal stages a TV comeback amid the crisis facing Trump,0.0,0.0
6/13/2017,"Trump‚s stalled stimulus plan will slow California‚s job growth, UCLA forecast says",-0.30000000000000004,0.39999999999999997
6/13/2017,Friend Says Trump Is Considering Firing Mueller as Special Counsel,0.35714285714285715,0.5714285714285714
6/13/2017,Highlights from Attorney General Jeff Sessions‚s Senate Testimony,0.05000000000000002,0.5
6/14/2017,What it was like to be 18 and investigating the president during the summer of Watergate,0.0,0.0
6/14/2017,Opinion | What Mueller can find out that the Senate could not,0.0,0.0
6/15/2017,"Katharine Graham was burned in effigy, but refused to give in during a violent strike",-0.8,1.0
6/15/2017,Friday‚s : The series finale of Reign‚ on the CW,0.0,0.0
6/15/2017,"In a time when the country is deeply divided, baseball unites",0.0,0.4
6/15/2017,Where Democrats Can Find New Voters,0.13636363636363635,0.45454545454545453
6/15/2017,The Case for Obstruction Charges,0.0,0.0
6/15/2017,Pence Hires Criminal Defense Lawyer to Aid Him in Investigations,-0.4,0.55
6/16/2017,Analysis | Mueller‚s team has over a century of experience at the Justice Department,0.0,0.0
6/16/2017,Opinion | Trump‚s outburst of rage just sent the Russia scandal hurtling forward,0.0,0.0
6/16/2017,Pence‚s lawyer is the godfather of Comey‚s daughter. That‚s the swamp‚ for you.,0.0,0.0
6/16/2017,Trump is officially under investigation. How did we get here?,0.0,0.0
6/16/2017,Rocky‚ director John G. Avildsen dies at 81,0.0,0.0
6/16/2017,Saturday‚s and weekend talk shows: Turn: Washington‚s Spies‚ on AMC,0.0,0.0
6/16/2017,Opinion: Is Trump preparing for another Saturday Night Massacre‚?,0.0,0.0
6/16/2017,"Mueller, Known for Being Above the Fray, Is Now in the Thick of It",-0.15000000000000002,0.2875
6/16/2017,"Quotation of the Day: Mueller, Once Above the Fray, Is Now Pulled In",0.0,0.1
6/16/2017,"What‚s on TV Friday: Cardinal,‚ The Ranch‚ and The Great British Baking Show‚",0.4,0.375
6/16/2017,"Donald Trump, Abu Bakr al-Baghdadi, All Eyez on Me‚: Your Friday Briefing",0.0,0.0
6/17/2017,It took The Times two years after Watergate to call for Nixon‚s impeachment. Here‚s how it happened,0.0,0.0
6/18/2017,"Op-Ed: If Trump were really in league with Russia, that would be reassuring for America‚s civic sanity",0.2,0.2
6/19/2017,Opinion | HuffPost‚s Sam Stein leaving for the Daily Beast,0.0,0.0
6/19/2017,"Analysis | Happy (belated) birthday, Watergate break-in!",1.0,1.0
6/19/2017,"Analysis | Yes, Mitch McConnell‚s secretive lawmaking is really unusual ‚Äî in these 4 ways",0.2,1.0
6/19/2017,"At Watergate, Recalling a Burglary That Toppled a President",0.0,0.0
6/20/2017,Think Trump was tough on Sean Spicer? Nixon literally shoved his press secretary.,-0.3888888888888889,0.8333333333333334
6/20/2017,Analysis | The other number that might inspire some panic among congressional Republicans,-0.125,0.375
6/20/2017,Let‚s Not Get Carried Away,0.0,0.0
6/20/2017,Georgia‚s Special Election Comes to a Nail-Biting Finish,0.35714285714285715,0.5714285714285714
6/20/2017,"Georgia Runoff, Otto Warmbier, London: Your Tuesday Briefing",0.0,0.0
6/20/2017,"Otto Warmbier, Syria, North Korea: Your Morning Briefing",0.0,0.0
6/21/2017,Dinner for two for less than $100 in Washington? Good luck.,0.26666666666666666,0.33333333333333337
6/21/2017,Analysis | Sean Spicer‚s tenure as White House press secretary was historically short,0.0,0.15
6/21/2017,Right and Left on Robert Mueller and Philando Castile,0.14285714285714285,0.26785714285714285
6/21/2017,What the Watergate Committee Taught Me,0.0,0.0
6/22/2017,"Opinion | Trump‚s bluff is called, revealing another self-inflicted legal wound",0.2,0.2
6/22/2017,Trump says he has no tapes‚ of Comey conversations,0.0,0.0
6/22/2017,Analysis | Trump‚s bluff on White House tapes wasn‚t just dishonest ‚Äî it was also a failure,-0.20555555555555557,0.26666666666666666
6/22/2017,"Like Trump, Nixon was obsessed with leaks. It led to Watergate ‚Äî and ruin.",-0.5,1.0
6/22/2017,"Trump ends his tapes tease, with another tweet, but the damage is done ‚Äî to him",0.0,0.0
